author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,#已读,uuid
"史蒂夫·帕弗利纳","史蒂夫·帕弗利纳","","/Users/zxy/Calibre Library/Shi Di Fu _Pa Fu Li Na/Zi Lu Xiu Lian Shou Ce [(Du Jia Shou Fa !Dou Ban 8.2Fen Tui Jian !Mei Guo Zhi Ming Ge Ren Cheng (382)/cover.jpg","2021-12-27T23:29:19+08:00","epub","","382","mobi-asin:B09BCBC2MP","zho","Calibre Library","2021-07-28T00:00:00+08:00","湖南文艺出版社","","","1.0","260882","","自律修炼手册【独家首发！豆瓣8.2分推荐！美国知名个人成长导师史蒂夫·帕弗利纳实践总结之作！4大思维法则，26个实操技巧，让自律轻松成为习惯！帮你获取蜕变的钥匙，建立人生新秩序，成为更好的自己！】","自律修炼手册【独家首发！豆瓣8.2分推荐！美国知名个人成长导师史蒂夫·帕弗利纳实践总结之作！4大思维法则，26个实操技巧，让自律轻松成为习惯！帮你获取蜕变的钥匙，建立人生新秩序，成为更好的自己！】","","646cc53c-d9f8-413a-b441-8391a49abdc8"
"Isaacson, Walter","Walter Isaacson","<b>The bestselling author of <i>Leonardo da Vinci</i> and <i>Steve Jobs</i> returns with a gripping account of how Nobel Prize winner Jennifer Doudna and her colleagues launched a revolution that will allow us to cure diseases, fend off viruses, and have healthier babies.</b><BR>When Jennifer Doudna was in sixth grade, she came home one day to find that her dad had left a paperback titled <i>The Double Helix</i> on her bed. She put it aside, thinking it was one of those detective tales she loved. When she read it on a rainy Saturday, she discovered she was right, in a way. As she sped through the pages, she became enthralled by the intense drama behind the competition to discover the building block of life. Even though her high school counselor told her girls didn't become scientists, she decided she would. <BR> <BR>Driven by a passion to understand how nature works and to turn discoveries into inventions, she would help to make what the book's author, James Watson, told her was...","/Users/zxy/Calibre Library/Walter Isaacson/The Code Breaker (383)/cover.jpg","2021-12-27T23:29:19+08:00","epub","","383","","eng","Calibre Library","2021-03-09T08:00:00+08:00","Simon & Schuster","","","1.0","49389246","","The Code Breaker","Code Breaker, The","","824f2e8f-2be9-4c79-9661-79106ae4ca5a"
"SoBooKs.cc & 圣地亚哥•拉蒙-卡哈尔","SoBooKs.cc & 圣地亚哥•拉蒙-卡哈尔","","/Users/zxy/Calibre Library/SoBooKs.cc/Xue Xi De Fang Fa _Yi Wei Nuo Bei Jiang Huo De Zhe De Ren Sheng Zhong Gao (Shen Du Jie Xi Xue X (384)/cover.jpg","2021-12-27T23:29:19+08:00","epub","","384","mobi-asin:B09834KQWY","zho","Calibre Library","2021-07-01T00:00:00+08:00","","","","1.0","1598148","","学习的方法:一位诺贝奖获得者的人生忠告(深度解析学习心理10种认知陷阱！熟练掌握科研必备7大关键技能！全面提升内在学习力、思考力、创造力！)","学习的方法:一位诺贝奖获得者的人生忠告(深度解析学习心理10种认知陷阱！熟练掌握科研必备7大关键技能！全面提升内在学习力、思考力、创造力！)","","c6f022d9-8b57-498c-af51-8448a3bfbf66"
"邱妙津","邱妙津","","/Users/zxy/Calibre Library/Qiu Miao Jin/Hai Bian De Fang Jian (Dou Ban Gao Ren Qi Qi Dai Hua Yu Xiao Shuo  Rong Huo Shi Bao Wen Xue Jia (385)/cover.jpg","2021-12-27T23:29:19+08:00","epub","","385","mobi-asin:b1261c7b-b78a-4d6f-84e9-24bc2a3a17cb","zho","Calibre Library","2021-08-01T00:00:00+08:00","","","","1.0","417298","","海边的房间（豆瓣高人气期待华语小说 荣获时报文学奖、联合报文学奖、林荣三文学奖等华文奖项，同名小说改编影片入选金马影展 理想国出品）","海边的房间（豆瓣高人气期待华语小说 荣获时报文学奖、联合报文学奖、林荣三文学奖等华文奖项，同名小说改编影片入选金马影展 理想国出品）","","2df7ddba-cb94-41bd-8bb0-d6e9a4543f8c"
"（美）劳伦斯·赖特","（美）劳伦斯·赖特","","/Users/zxy/Calibre Library/(Mei )Lao Lun Si _Lai Te/Shi Yue Zhi Shang (386)/cover.jpg","2021-12-27T23:29:19+08:00","epub","9787521721447","386","isbn:9787521721447,mobi-asin:a74ec005-6a56-4a09-a468-1eaf981a51e8","zho","Calibre Library","2020-12-01T00:00:00+08:00","中信出版集团","","","1.0","742617","","十月之殇","十月之殇","","6e9a361f-f271-4b72-9760-9cf6731e0e4e"
"穆罕默德·H·扎曼","穆罕默德·H·扎曼","","/Users/zxy/Calibre Library/Mu Han Mo De _H_Zha Man/Nai Yao Jun Xiao Shi (Kang Sheng Su Nai Yao Xing Yi Jing Cheng Wei Wo Men Zhe Ge Shi Dai Xian Z (387)/cover.jpg","2021-12-27T23:29:19+08:00","epub","9787521730166","387","isbn:9787521730166,asin:B095GZ9WVB","zho","Calibre Library","2021-05-01T00:00:00+08:00","中信出版集团","","","1.0","436456","","耐药菌小史（抗生素耐药性已经成为我们这个时代显著的公共卫生挑战，我们必须做些什么来应对这场日益严重的全球健康危机。）","耐药菌小史（抗生素耐药性已经成为我们这个时代显著的公共卫生挑战，我们必须做些什么来应对这场日益严重的全球健康危机。）","","351d3212-a78d-4350-af02-109591ef2fca"
"Hawkins, Jeff & Dawkins, Richard","Jeff Hawkins; & Richard Dawkins","","/Users/zxy/Calibre Library/Jeff Hawkins;/A Thousand Brains (388)/cover.jpg","2021-12-27T23:29:19+08:00","epub","","388","","eng","Calibre Library","2021-03-02T08:00:00+08:00","Hachette Book Group","","","1.0","3299909","","A Thousand Brains","Thousand Brains, A","","233119fd-91d1-4056-aedc-e173533c8840"
"[英]杰里米·斯特朗姆","[英]杰里米·斯特朗姆","","/Users/zxy/Calibre Library/[Ying ]Jie Li Mi _Si Te Lang Mu/Ru He Zheng Ming Ni Bu Shi Jiang Shi (Kan Wen Ti Bu Zai _Xiang Dang Ran _!Tuo Kuan Si Wei De 28 (389)/cover.jpg","2021-12-27T23:29:19+08:00","epub","","389","mobi-asin:B09FXGZS6L","zho","Calibre Library","2021-09-15T00:00:00+08:00",": 长江文艺出版社","","","1.0","2321378","","如何证明你不是僵尸（看问题不再“想当然”!拓宽思维的28个经典哲学难题，摆脱浅层思考，学会有效的理性思考，教你在两难困境中做出聪明的抉择） (思想家)","如何证明你不是僵尸（看问题不再“想当然”!拓宽思维的28个经典哲学难题，摆脱浅层思考，学会有效的理性思考，教你在两难困境中做出聪明的抉择） (思想家)","","861f5f68-7303-4edd-aa27-ddc5d54380db"
"比尔·沙利文","比尔·沙利文","","/Users/zxy/Calibre Library/Bi Er _Sha Li Wen/Hen Gao Xing Ren Shi _Wo _(Zhe Shi Yi Ben Ren Lei Xue Du Wu _Huan Shi Nao Ke Xue , Yi Chuan Xue (390)/cover.jpg","2021-12-27T23:29:19+08:00","epub","9787521721249","390","mobi-asin:B08K3S3N1P,isbn:9787521721249","zho","Calibre Library","2020-10-01T00:00:00+08:00","中信出版集团","","","1.0","3448593","","很高兴认识“我”（这是一本人类学读物？还是脑科学、遗传学和微生物学趣味普及读物？ 都是！这是一次对人类行为学的深入剖析，也是一趟探秘人体生物学的奇妙旅程。）","很高兴认识“我”（这是一本人类学读物？还是脑科学、遗传学和微生物学趣味普及读物？ 都是！这是一次对人类行为学的深入剖析，也是一趟探秘人体生物学的奇妙旅程。）","","a0aed4bd-21a6-476b-bd6d-2ed03789aa11"
"大徐","大徐","","/Users/zxy/Calibre Library/Da Xu/Yong Yi Zhi Ke Fu Kun Nan Qiu Sheng Yi Zhi (1) (391)/cover.jpg","2021-12-27T23:30:11+08:00","pdf","","391","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","3442521","","用意志克服困难求生意志（1）","用意志克服困难求生意志（1）","","effb9e14-e00b-487e-8c16-e129d556b865"
"Herbert）, （美）弗兰克·赫伯特（Frank","（美）弗兰克·赫伯特（Frank Herbert）","","/Users/zxy/Calibre Library/(Mei )Fu Lan Ke _He Bo Te (Frank Herbert)/Sha Qiu (1-2Ce )(Mei Ge _Bu Ke Bu Du _De Shu Dan Shang Du You __Sha Qiu __ ) (392)/cover.jpg","2021-12-27T23:30:20+08:00","mobi","","392","mobi-asin:d8e415ff-b625-4f58-aed0-c340a44758fc","zho","Calibre Library","2017-09-01T00:00:00+08:00","","","","1.0","1833380","","沙丘（1-2册）（每个“不可不读”的书单上都有《沙丘》）","沙丘（1-2册）（每个“不可不读”的书单上都有《沙丘》）","","5470b233-4170-449f-b27d-1d2e625ff2fb"
"洛克菲勒","洛克菲勒","作者约翰·D·洛克菲勒 John D. Rockefeller（1839—1937年） 美国实业家、超级资本家，美孚石油公司（标准石油）创办人。出生于纽约州里奇福德镇，父亲威廉·埃弗里·洛克菲勒是一个无牌游医，母亲伊莱扎·戴维森是一个虔诚的浸理会教徒。由于其父缺乏责任心，长年在外以药贩身份流浪，导致家庭生活艰难。母亲伊莱扎肩负起养家糊口的繁重任务，独自抚养五个子女。幼年时，曾将自己捉到的小火鸡精心喂养，挑好的在集市上出售。12岁时积蓄了50美元，他把钱借给邻居，收取本息。          1855年，由于其父的原因不能继续上学，离7月16日高中毕业典礼只差两个月。约翰听从父亲建议，花了40块钱在福尔索姆商业学院克里夫兰分校读了一个为期三个月的课程。16岁的洛克菲勒在美国俄亥俄州的一家干货店当职员，每星期赚5美元。19岁，他下海经商，倒卖谷物和肉类。从这时起，洛克菲勒将每一笔收支记录在册，甚至不漏掉一个便士的慈善捐款。经过三年积累，22岁的洛克菲勒进入石油业，并于1870年创建标准石油公司。洛克菲勒成了蜚声海内外的“石油大王”。        1897年，从标准石油公司退休后，洛克菲勒专注于慈善事业。中国在洛克菲勒基金会的其海外投资中独占鳌头。众所周知的是，北京协和医院及医学院是洛克菲勒基金会在中国最大、最著名的一项事业；鲜为人知的是，周口店“北京人”的挖掘和考古工作，洛克菲勒基金会从一开始就参与其中。         对于中国人来说，“富不过3代”似乎是铁一样的定律，然而洛克菲勒家族从发迹至今已经绵延6代，仍未现颓废和没落的迹象。这与他们的财富观念和从小对子女的教育息息相关。他们的家族崇尚节俭并热衷创造财富。这两点从洛克菲勒家族的中兴之主劳伦斯·洛克菲勒的一生中体现得尤其充分。       2004年7月11日，坐拥亿万家财、在美国叱咤风云的劳伦斯·洛克菲勒在睡梦中与世长辞，享年94岁。这位洛克菲勒家族的第3代传人，尽管含着金钥匙出生，却绝不是一位纨绔子弟，他在有生之年不仅开了风险投资的先河，还为美国的环保及慈善事业作出了不朽的贡献。           老约翰·D·洛克菲勒惟一的儿子和继承人是小约翰·D·洛克菲勒。小约翰·D·洛克菲勒共有6个子女，姐姐芭布斯最大，其他都是男孩，从大到小分别是约翰、纳尔逊、劳伦斯、温斯罗普和大卫。劳伦斯·洛克菲勒1910年5月26日生于纽约。童年时期，劳伦斯与年长他两岁的纳尔逊关系最亲密，他们曾一同饲养兔子然后卖给科学实验室换取零用钱。这样的事情听起来似乎很难和富可敌国的洛克菲勒家族联系起来，但事实的确如此。         洛克菲勒家族的子孙之所以能获得日后非凡的成就，和他们自小受到的家庭教育有很大关系。为了避免孩子被家族的光环宠坏，不管是老约翰洛克菲勒还是小约翰洛克菲勒，在教子方面相当花心思，并有一套祖传教育计划。父亲鼓励劳伦斯等孩子做家务挣钱：逮到走廊上的苍蝇，每100只奖一角钱；捉住阁***楼上的耗子每只5分，背柴禾、劈柴禾也有价钱。劳伦斯和哥哥纳尔逊，分别在7岁和9岁时取得了擦全家皮鞋的特许权，每双皮鞋2分，长筒靴每双1角。          从约翰·D·洛克菲勒成为美国历史上的第一个10亿富翁到现在已经经历了一个多世纪的洛克菲勒家族，仍在续写着辉煌的历史，他们没有整天躲在房间里计划如何守住自己的财富，不让金钱落入别人口袋，而是积极的参与文化、卫生与慈善事业，怀着富有的负罪感将大量的资金用来建立各种基金，投资大学，医院，让整个社会分享他们的财富。在今天的美国，要完全躲避这个家族的影响几乎是不可能的，毫不夸张地说，洛克菲勒家族在过去150年的发展史就是整个美国历史的一个精确的缩影，并且已经成为美国国家精神的杰出代表。","/Users/zxy/Calibre Library/Luo Ke Fei Le/Luo Ke Fei Le Liu Gei Er Zi De 38Feng Xin (393)/cover.jpg","2021-12-27T23:30:24+08:00","mobi","","393","","zho","Calibre Library","2012-09-05T00:00:00+08:00","epub掌上书苑","","","1.0","516129","生活·励志","洛克菲勒留给儿子的38封信","洛克菲勒留给儿子的38封信","","f22f8c0d-cd21-4b0f-b61d-f33ad0b944e6"
"村上春树","村上春树","","/Users/zxy/Calibre Library/Cun Shang Chun Shu/1Q84 (394)/cover.jpg","2021-12-27T23:43:23+08:00","epub","","394","","zho","Calibre Library","2011-03-05T00:00:00+08:00","epub掌上书苑","","","1.0","1312389","外国小说","1Q84","1Q84","","3228210b-083e-4198-ac76-1da0cce430dc"
"小栗虫太郎","小栗虫太郎","《黑死馆杀人事件》是小栗虫太郎创作风格的缩影，可以在这里找到他全部的风格和特点。这毫无疑问是小栗最伟大的作品，也是小栗浓缩全部心血的集大成之作。在这部作品的前后，小栗也经常在自己的其他作品中提到《黑死馆杀人事件》。 　　《黑死馆杀人事件》其实是一部非常本格的作品，但是却带有小栗虫太郎自身的许多特点，因此不熟悉他的人总认为这并非是一个作家在写自己想要的纯本格推理小说。小栗虫太郎的作品以大量知识堆砌的炫学的成分著称，但炫学的大部分内容都与诡计设计、凶案过程以及推理解答密切相关，那些复杂难解、光怪陆离的反推理成分，都被完全本格的主线运用着，这是《姑获鸟之夏》和《玫瑰之名》所完全不具备的特点。严格来说，《黑死馆杀人事件》是一部体现小栗虫太郎本格作家身份的最杰出的代表作！","/Users/zxy/Calibre Library/Xiao Li Chong Tai Lang/Ri Ben Si Da Tui Li Qi Shu Zhi Hei Si Guan Sha Ren Shi Jian (395)/cover.jpg","2021-12-27T23:43:23+08:00","epub","7-80600-680-X9552","395","isbn:7-80600-680-X/C955.2","","Calibre Library","2009-12-21T00:00:00+08:00","epub掌上书苑","","","1.0","428824","恐怖·悬疑","日本四大推理奇书之黑死馆杀人事件","日本四大推理奇书之黑死馆杀人事件","","8e9fcd52-1b1c-4e11-987b-d657d6022e2f"
"芮成钢","芮成钢","","/Users/zxy/Calibre Library/Rui Cheng Gang/30Er Li (396)/cover.jpg","2021-12-27T23:43:23+08:00","epub","","396","","zho","Calibre Library","2011-01-12T00:00:00+08:00","","","","1.0","194479","ibook.178.com","30而励","30而励","","7e138af7-72ac-45d7-8808-b8ebc2a4d179"
"南派三叔","南派三叔","","/Users/zxy/Calibre Library/Nan Pai San Shu/Huang He Gui Guan (397)/cover.jpg","2021-12-27T23:43:23+08:00","epub","","397","","zho","Calibre Library","2011-01-18T00:00:00+08:00","epub掌上书苑","","","1.0","737454","侦探·悬疑","黄河鬼棺","黄河鬼棺","","716b02db-a01a-46a3-857d-27e09475a276"
"蔡智恒","蔡智恒","「这一刻她的眼神，对我而言就是永恒． 将来我老了，回顾这一生时应该会在脑海里迅速掠过很多影像。 但一定会在这里定格。」  我们踩着一地秋叶，来到池塘边。 　　「其实我也像是池塘呢。」 　　妳俯下身子拨弄水花，背部的羽翼在阳光下闪亮， 　　像极了池塘的波光粼粼。 　　『我呢？』我问。 　　「像鲸鱼吧。」妳说。 　　『喔？』 　　「因为有时我会觉得你很巨大。」 　　『如果是这样，那么我是池塘，妳才是鲸鱼。』 　　「听过鲸鱼和池塘的故事吗？」妳说，「鲸鱼因水量不足而死，池塘则因被消耗太多而干枯。」 　　『或许我可以让自己变成大海。』 　　「你喜欢变成大海吗？」 　　『如果妳是鲸鱼，我一定得是大海。』我说。 　　「如果我是鲸鱼，我会待在池塘，而不是游向大海。」妳说。 　　『为什么？』 　　「游向大海会得到自由，离开池塘却会寂寞。」妳笑了笑， 　　「对我而言，自由虽好，但寂寞更糟。」 　　我们安静了下来，像鲸鱼和池塘。 　　鲸鱼很努力地待在池塘里而不游动； 　　池塘则用所有生命的能量供养鲸鱼。 　　一个是聪明大方、总是有莫名预感的大眼美女；一个是体贴诚实、偶尔讲冷笑话的腼腆男孩；二人在一次校园十大美女选拔赛中结识。 　　他们的约会，没有一般世俗的追求手段：留电话，夸大的恭维之词，轻挑的行事挑逗或激烈的情节发展；但有的是互相之间莫名的默契，不经意的会心一笑 ,还有暖暖的甜蜜在二人之间暧昧流动…… 　　『妳在我苍白的青春中，留下最缤纷的色彩。』 　　女孩在男孩心中，像个天使！女孩温暖的笑容和清澈的眼神让男孩难忘； 　　而男孩太在意对方了，他只要和女孩相处的每一刻就很满足了，满足到他不想继续往前；于是虽然情愫在默默之中流动，但却一直停留在暧昧的状态，无法往前跨一步。 　　她的眼神闪亮如同星星． 　　往后的时间，我和她这两条线的轨迹将会是如何呢？","/Users/zxy/Calibre Library/Cai Zhi Heng/Jing Yu Nu Hai _Chi Tang Nan Hai (398)/cover.jpg","2021-12-27T23:43:23+08:00","epub","","398","","","Calibre Library","2010-03-20T00:00:00+08:00","epub掌上书苑","","","1.0","396696","青春校园","鲸鱼女孩·池塘男孩","鲸鱼女孩·池塘男孩","","38823d0c-a6f1-43c6-b08d-ed4482a3b27c"
"[英国]J.R.R.托尔金","[英国]J.R.R.托尔金","简介 《魔戒全集》包含《精灵宝钻》、《霍比特人历险记》和《魔戒》三部曲。","/Users/zxy/Calibre Library/[Ying Guo ]J.R.R.Tuo Er Jin/Mo Jie Quan Ji (399)/cover.jpg","2021-12-27T23:43:23+08:00","epub","","399","","","Calibre Library","2010-12-08T00:00:00+08:00","epub掌上书苑","","","1.0","1826839","外国小说","魔戒全集","魔戒全集","","bb249cfa-2e99-4296-883a-e86a8526628f"
"天下霸唱","天下霸唱","盗墓者的经历。作者天下霸唱，原名张牧野，就是这样一个系列形式的文字冒险故事，三位当代“摸金校尉”（盗墓贼），利用风水秘术，解读天下大山大川的脉搏，寻找那些失落在大地上的一处处龙楼宝殿，沙漠、雪山、森林、峡谷、急流、草原、鲜为人知的神秘动植物，危机四伏的陷阱，步步惊心，环环紧扣，超越极限与想象力的挑战，在离奇诡异的地下世界中，揭开一层层远古的神秘面纱，故事由一本主人公家中传下来的秘书残卷为引，纵横天下千里寻龙，历尽艰难险阻，毕竟那些龙形虎藏、揭天拔地、倒海翻江的举动，都迥异庸俗，昆仑山大冰川下的九层妖楼，中蒙边境野人沟中的关东军秘密要塞，消失在塔克拉玛干黑沙漠中的精绝古城，神山无底洞中的尸香魔芋花，云南丛林中的虫谷妖棺，西藏喀喇昆仑山中的古格王朝无头洞，陕西的龙岭迷窟……","/Users/zxy/Calibre Library/Tian Xia Ba Chang/Gui Chui Deng Quan Ji (400)/cover.jpg","2021-12-27T23:43:23+08:00","epub","","400","","zho","Calibre Library","2011-04-17T00:00:00+08:00","epub掌上书苑","","","1.0","12684333","恐怖·科幻","鬼吹灯全集","鬼吹灯全集","","56acb80f-04d5-4183-a2ce-f1b6b9bc08a4"
"麦家","麦家","","/Users/zxy/Calibre Library/Mai Jia/Feng Yu (401)/cover.jpg","2021-12-27T23:43:23+08:00","epub","","401","","zho","Calibre Library","2010-11-17T00:00:00+08:00","","","","1.0","473587","ibook.178.com","风语","风语","","fcce2f4d-12ca-4d62-ba92-c65ea67ac1ad"
"鲁迅","鲁迅","","/Users/zxy/Calibre Library/Lu Xun/Lu Xun Zuo Pin Quan Ji (402)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","402","","","Calibre Library","2010-09-13T00:00:00+08:00","epub掌上书苑","","","1.0","4987639","","鲁迅作品全集","鲁迅作品全集","","9eff57f8-7578-414b-acc9-0ce10d811f98"
"韩寒","韩寒","韩寒，作家、赛车手。生于上海。主要作品：《三重门》至今销售量已逾190万多册。随后又出了《零下一度》再次引起轰动。2009年韩寒在博客上放风要自己当主编办杂志，到最高千字两千块的天价稿酬征集稿件，这本号称要“给当代有灵魂的青年看的”潮流杂志尽管尚未出炉，却已经赚足了眼球。据称，主编韩寒薪酬高达7位数，是目前中国薪酬最高的杂志主编。另外还写有《像少年啦飞驰》《通稿2003》《毒》《韩寒五年文集》《长安乱》《就这么漂来漂去》《一座城池》《寒》《光荣日》《杂的文》《他的国》《草》《可爱的洪水猛兽》 等。","/Users/zxy/Calibre Library/Han Han/Han Han Zuo Pin Ji (403)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","403","","zho","Calibre Library","2011-02-22T00:00:00+08:00","epub掌上书苑","","","1.0","3923212","现代·当代","韩寒作品集","韩寒作品集","","c1341c8b-8440-4b53-9b86-051596330ea7"
"Modiano, 帕特里克·莫迪亚诺 / Patrick","[法]帕特里克·莫迪亚诺 / Patrick Modiano","在巴黎塞纳河左岸的拉丁区，靠近卢森堡公园的奥黛翁，有一家名叫孔岱的咖啡馆。它像一块巨型磁铁一样，吸引着一群十八到二十五岁的年轻人。他们“四处漂泊，居无定所，放荡不羁”，过着今朝有酒今朝醉的日子，从不考虑未来，享受着文学和艺术的庇护。 　　 在这群客人之中，有一个名叫露姬的二十二岁女子特别引人注目。她光彩夺目，就像银幕上光芒四射的女影星。她是从哪里来的？她有着怎样的故事？她的迷人光芒之后隐藏着怎样不为人知的秘密？她是不是在逃避什么？故事围绕着这名年轻女子的失踪展开。四个叙述者纷纷登场，他们都已第一人称“我”的口吻，向读者娓娓讲述露姬的短暂人生经历。","/Users/zxy/Calibre Library/[Fa ]Pa Te Li Ke _Mo Di Ya Nuo  _ Patrick Modiano/Qing Chun Ka Fei Guan (404)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","404","","","Calibre Library","2010-10-10T00:00:00+08:00","epub掌上书苑","","","1.0","223123","外国小说","青春咖啡馆","青春咖啡馆","","5ae09047-c0ed-41f1-af2f-466477fe54ea"
"二月河","二月河","","/Users/zxy/Calibre Library/Er Yue He/Yong Zheng Huang Di (405)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","405","","zho","Calibre Library","2011-01-21T00:00:00+08:00","epub掌上书苑","","","1.0","2110653","历史","雍正皇帝","雍正皇帝","","33414298-dd25-4877-a0a6-a0f77f0a43b4"
"Hans","Hans","","/Users/zxy/Calibre Library/Hans/A Li _Yong Yuan Zhan (406)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","406","","zho","Calibre Library","2011-01-18T00:00:00+08:00","epub掌上书苑","","","1.0","262565","","阿狸·永远站","阿狸·永远站","","3a9215fc-bce7-4f48-a26d-96be918e323f"
"Hans","Hans","阿狸童话绘本为纯手绘创作，画风成熟稳定，颜色精美靓丽，是当前浮躁的市场上久违了的经得起时间沉淀的作品。阿狸绘本的文字脚本立足于挖掘人们内心深处的柔软与坚强，围绕亲情、爱情、友情主题，风格温暖，有发人深省的力量。可以说，结合了优雅如童话的文字，精美如幻境的图片，阿狸是适合任何年龄层读者的作品。阿狸的童话绘本不但可以带给人愉悦的阅读感觉，强烈的视觉冲击力，更多的是读完后淡淡的回味和思考。","/Users/zxy/Calibre Library/Hans/A Li _Meng Zhi Cheng Bao (407)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","407","","","Calibre Library","2009-12-28T00:00:00+08:00","epub掌上书苑","","","1.0","3636256","漫画·幽默","阿狸·梦之城堡","阿狸·梦之城堡","","6ecc07e2-33db-4f48-9fa4-de2a67640e29"
"沧月","沧月","","/Users/zxy/Calibre Library/Cang Yue/Jing (408)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","408","","zho","Calibre Library","2011-01-06T00:00:00+08:00","epub掌上书苑","","","1.0","3099093","玄幻·奇幻","镜","镜","","72ef8f85-e85b-4b10-94c6-80f984e045c8"
"田中芳树","田中芳树","","/Users/zxy/Calibre Library/Tian Zhong Fang Shu/Yin He Ying Xiong Chuan Shuo (409)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","409","","zho","Calibre Library","2011-01-05T00:00:00+08:00","epub掌上书苑","","","1.0","7981687","科幻灵异","银河英雄传说","银河英雄传说","","05f57b1a-d42f-48ff-b38b-d83849efe4c9"
"鲁班尺","鲁班尺","","/Users/zxy/Calibre Library/Lu Ban Chi/Qing Nang Shi Yi (410)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","410","","","Calibre Library","2010-08-05T00:00:00+08:00","epub掌上书苑","","","1.0","3445179","","青囊尸衣","青囊尸衣","","95289079-ac9d-4c56-b565-f7c590d693e1"
"[英] 道格拉斯·亚当斯","[英] 道格拉斯·亚当斯","","/Users/zxy/Calibre Library/[Ying ] Dao Ge La Si _Ya Dang Si/Yin He Xi Man You Zhi Nan (411)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","411","","zho","Calibre Library","2011-02-14T00:00:00+08:00","epub掌上书苑","","","1.0","198800","","银河系漫游指南","银河系漫游指南","","640f6a5b-a731-4287-9d0d-30851dc15af2"
"陈志武","陈志武","继畅销书《为什么中国人勤劳而不富有》之后，陈志武在新作《金融的逻辑》中继续尖锐追问中国的出路问题。 　　 本书深入浅出地从财富的文化和制度基因谈起，告诉读者：金融到底是怎么回事？危机之后，金融市场是否会终结？人类社会为什么要金融市场？金融交易除了让华尔街、金融界赚钱之外，对社会到底有没有贡献、有没有创造价值？如果有的话，是如何贡献的？如何创造价值的？金融的逻辑是什么？ 　　 作者密切关注中国社会转型问题，全面驳斥了市场上流行的《货币战争》关于金融“阴谋论”的谬论，观点振聋发聩，再次起到了痛击时弊清迷局的效果。","/Users/zxy/Calibre Library/Chen Zhi Wu/Jin Rong De Luo Ji (412)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","412","","","Calibre Library","2009-12-06T00:00:00+08:00","epub掌上书苑","","","1.0","296460","都市·言情","金融的逻辑","金融的逻辑","","b40ec135-61ea-403b-84ca-f40b435956c3"
"名托, 芭芭拉","芭芭拉 名托","","/Users/zxy/Calibre Library/Ba Ba La  Ming Tuo/Jin Zi Ta Yuan Li (413)/cover.jpg","2021-12-27T23:43:24+08:00","epub","","413","","zho","Calibre Library","2010-11-17T00:00:00+08:00","","","","1.0","266208","ibook.178.com","金字塔原理","金字塔原理","","b0bf97b3-6f1c-438a-ad20-d0c885fd20fe"
"郭德纲","郭德纲","","/Users/zxy/Calibre Library/Guo De Gang/Guo De Gang Hua Shuo Bei Jing (414)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","414","","zho","Calibre Library","2010-11-18T00:00:00+08:00","","","","1.0","253517","ibook.178.com","郭德纲话说北京","郭德纲话说北京","","d0858d5a-b166-4986-ae3e-1599cb16dfb9"
"Unknown","Unknown","","","2021-12-27T23:43:25+08:00","epub","","415","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","153066","","郎咸平说：新帝国主义在中国2","郎咸平说：新帝国主义在中国2","","574aaafc-d547-4941-896c-493cac3c73b9"
"郎咸平","郎咸平","","/Users/zxy/Calibre Library/Lang Xian Ping/Lang Xian Ping Shuo _Wo Men De Ri Zi Wei Shi Yao Zhe Yao Nan (416)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","416","","zho","Calibre Library","2010-11-18T00:00:00+08:00","","","","1.0","267327","ibook.178.com","郎咸平说：我们的日子为什么这么难","郎咸平说：我们的日子为什么这么难","","84493fda-bb3f-4f75-84df-4af2824d4015"
"张德芬","张德芬","","/Users/zxy/Calibre Library/Zhang De Fen/Yu Jian Wei Zhi De Zi Ji (417)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","417","","zho","Calibre Library","2011-05-07T00:00:00+08:00","epub掌上书苑","","","1.0","173439","","遇见未知的自己","遇见未知的自己","","cebabec9-2d78-48d0-8a10-71a9ab9a6262"
"刘瑜","刘瑜","","/Users/zxy/Calibre Library/Liu Yu/Song Ni Yi Ke Zi Dan (418)/cover.jpg","2021-12-27T23:43:25+08:00","epub","","418","","zho","Calibre Library","2010-11-17T00:00:00+08:00","","","","1.0","153006","ibook.178.com","送你一颗子弹","送你一颗子弹","","3ad8f775-ac56-443a-9160-1e6b028094c9"
